# SYNTHETIC DATASET - GENERATED FOR ACADEMIC DEMONSTRATION ONLY
# This data does NOT represent official Chennai crime statistics.
# Generated by: Chennai Crime Pattern Analyzer (College Capstone Project)
# Fixed seed: 20240101 - Dataset is fully reproducible.
crime_id,date,time,year,month,day_of_week,hour,area,zone,crime_type,severity,latitude,longitude,description,case_status
CMA-001344,2021-11-19,13:03:32,2021,11,Friday,13,Mogappair,North West,Theft,MEDIUM,13.080770,80.174140,Theft of personal belongings in a public area,CLOSED
CMA-001345,2024-03-19,00:27:03,2024,3,Tuesday,0,Ashok Nagar,Central,Theft,LOW,13.034368,80.212780,Theft of personal belongings in a public area,CLOSED
CMA-001346,2024-06-07,00:29:07,2024,6,Friday,0,Adyar,South,Vandalism,MEDIUM,12.997864,80.261361,Vehicle windshield damaged in parking area,UNDER_INVESTIGATION
CMA-001347,2021-11-24,16:30:07,2021,11,Wednesday,16,Anna Nagar,North,Robbery,MEDIUM,13.088337,80.214318,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-001348,2021-03-20,17:41:56,2021,3,Saturday,17,Ambattur,North West,Chain Snatching,HIGH,13.117670,80.150562,Gold chain snatched by two-wheeler-borne persons,CLOSED
CMA-001349,2021-07-31,15:39:32,2021,7,Saturday,15,Kodambakkam,West Central,Cyber Crime,MEDIUM,13.047915,80.224803,Social media impersonation complaint,CLOSED
CMA-001350,2023-04-07,18:58:26,2023,4,Friday,18,Mogappair,North West,Vehicle Theft,LOW,13.083348,80.174674,Car theft reported from residential street,CLOSED
CMA-001351,2020-04-07,05:23:36,2020,4,Tuesday,5,Kodambakkam,West Central,Theft,MEDIUM,13.048130,80.221977,Theft of personal belongings in a public area,CLOSED
CMA-001352,2024-08-24,00:02:04,2024,8,Saturday,0,Guindy,Central,Cyber Crime,LOW,13.009388,80.222049,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-001353,2020-09-14,09:19:29,2020,9,Monday,9,Avadi,North West,Fraud,LOW,13.116716,80.099555,Cheating complaint filed against unknown person,UNDER_INVESTIGATION
CMA-001354,2023-05-11,19:24:21,2023,5,Thursday,19,Avadi,North West,Cyber Crime,MEDIUM,13.111531,80.098280,Victim defrauded via phishing link,CLOSED
CMA-001355,2020-05-21,01:30:08,2020,5,Thursday,1,Kodambakkam,West Central,Vehicle Theft,LOW,13.054878,80.225984,Two-wheeler reported stolen from parking area,CLOSED
CMA-001356,2024-04-25,17:50:28,2024,4,Thursday,17,Triplicane,Central,Assault,MEDIUM,13.060872,80.273739,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-001357,2022-09-13,18:41:05,2022,9,Tuesday,18,Porur,West,Assault,MEDIUM,13.037548,80.154026,Physical altercation reported in public area,CLOSED
CMA-001358,2024-02-19,07:05:07,2024,2,Monday,7,Royapettah,Central,Theft,LOW,13.051244,80.255778,Petty theft reported near a commercial establishment,CLOSED
CMA-001359,2020-01-04,02:40:01,2020,1,Saturday,2,Pallavaram,South West,Burglary,MEDIUM,12.968301,80.150190,House break-in reported; valuables stolen,CLOSED
CMA-001360,2024-10-12,20:11:28,2024,10,Saturday,20,Mylapore,Central,Robbery,HIGH,13.032196,80.264829,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-001361,2022-07-18,22:09:03,2022,7,Monday,22,Nungambakkam,Central,Theft,LOW,13.053859,80.238134,Theft of personal belongings in a public area,CLOSED
CMA-001362,2020-12-15,19:31:08,2020,12,Tuesday,19,Egmore,Central,Assault,LOW,13.077183,80.264446,Assault during a road-rage incident,CLOSED
CMA-001363,2024-05-29,23:43:33,2024,5,Wednesday,23,Egmore,Central,Cyber Crime,LOW,13.076661,80.259837,OTP-based fraud reported; victim lost funds,CLOSED
CMA-001364,2020-05-07,11:55:20,2020,5,Thursday,11,Royapettah,Central,Vandalism,MEDIUM,13.051038,80.263548,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-001365,2021-06-25,01:44:52,2021,6,Friday,1,Egmore,Central,Vehicle Theft,MEDIUM,13.068754,80.256237,Motorcycle stolen during market visit,CLOSED
CMA-001366,2023-12-22,18:35:05,2023,12,Friday,18,Mogappair,North West,Theft,MEDIUM,13.084785,80.174869,Petty theft reported near a commercial establishment,CLOSED
CMA-001367,2024-02-09,18:29:35,2024,2,Friday,18,Velachery,South,Chain Snatching,LOW,12.982648,80.218845,Victim's necklace snatched at roadside,CLOSED
CMA-001368,2021-10-14,06:14:45,2021,10,Thursday,6,Adyar,South,Vehicle Theft,MEDIUM,13.006054,80.257853,Two-wheeler reported stolen from parking area,CLOSED
CMA-001369,2022-02-07,18:37:17,2022,2,Monday,18,Velachery,South,Robbery,HIGH,12.976796,80.216797,Armed robbery at a small business,CLOSED
CMA-001370,2022-09-05,01:31:37,2022,9,Monday,1,Mogappair,North West,Vandalism,MEDIUM,13.084286,80.181737,Public property damaged by unknown persons,UNDER_INVESTIGATION
CMA-001371,2023-09-01,13:05:34,2023,9,Friday,13,Mogappair,North West,Vehicle Theft,HIGH,13.079457,80.174424,Vehicle stolen from commercial parking lot,CLOSED
CMA-001372,2022-08-20,03:38:01,2022,8,Saturday,3,T Nagar,Central,Fraud,LOW,13.038035,80.233097,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-001373,2020-05-30,00:43:19,2020,5,Saturday,0,Tambaram,South West,Robbery,HIGH,12.922388,80.099487,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-001374,2022-05-07,09:44:16,2022,5,Saturday,9,Ashok Nagar,Central,Burglary,MEDIUM,13.027442,80.208628,Residential burglary reported; entry through rear window,CLOSED
CMA-001375,2021-11-11,20:17:23,2021,11,Thursday,20,Pallavaram,South West,Cyber Crime,HIGH,12.970882,80.154078,Online banking fraud reported,CLOSED
CMA-001376,2024-07-04,20:53:28,2024,7,Thursday,20,Mogappair,North West,Robbery,LOW,13.079619,80.178894,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-001377,2021-09-17,05:37:22,2021,9,Friday,5,Porur,West,Chain Snatching,HIGH,13.038086,80.159401,Victim's necklace snatched at roadside,CLOSED
CMA-001378,2024-04-01,15:01:35,2024,4,Monday,15,Tambaram,South West,Vehicle Theft,LOW,12.929680,80.101673,Two-wheeler reported stolen from parking area,CLOSED
CMA-001379,2020-08-14,21:23:57,2020,8,Friday,21,Nungambakkam,Central,Chain Snatching,MEDIUM,13.060769,80.244210,Victim's necklace snatched at roadside,CLOSED
CMA-001380,2024-04-04,02:19:56,2024,4,Thursday,2,T Nagar,Central,Vehicle Theft,LOW,13.045433,80.233078,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-001381,2024-10-21,19:07:24,2024,10,Monday,19,Adyar,South,Burglary,HIGH,13.000222,80.255896,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-001382,2020-01-14,08:59:36,2020,1,Tuesday,8,Mogappair,North West,Chain Snatching,HIGH,13.082876,80.175589,Victim's necklace snatched at roadside,CLOSED
CMA-001383,2023-01-21,06:29:31,2023,1,Saturday,6,Royapettah,Central,Cyber Crime,HIGH,13.052155,80.263953,Victim defrauded via phishing link,CLOSED
CMA-001384,2021-04-04,02:22:49,2021,4,Sunday,2,Porur,West,Fraud,LOW,13.033901,80.160796,Real-estate fraud complaint registered,CLOSED
CMA-001385,2021-12-11,22:39:45,2021,12,Saturday,22,Adyar,South,Robbery,MEDIUM,13.003103,80.258838,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-001386,2024-06-20,06:15:05,2024,6,Thursday,6,Tambaram,South West,Robbery,HIGH,12.928424,80.097451,Robbery at ATM vicinity,CLOSED
CMA-001387,2021-03-22,03:54:19,2021,3,Monday,3,Avadi,North West,Chain Snatching,LOW,13.111958,80.101973,Victim's necklace snatched at roadside,UNDER_INVESTIGATION
CMA-001388,2020-12-04,08:29:57,2020,12,Friday,8,Royapettah,Central,Chain Snatching,LOW,13.054520,80.262908,Chain snatching incident on busy street,UNDER_INVESTIGATION
CMA-001389,2022-07-23,14:05:33,2022,7,Saturday,14,Vadapalani,West Central,Fraud,HIGH,13.046937,80.213161,Job offer scam reported,CLOSED
CMA-001390,2024-06-25,19:36:20,2024,6,Tuesday,19,Chromepet,South West,Burglary,MEDIUM,12.954786,80.146899,Commercial premises broken into during non-business hours,CLOSED
CMA-001391,2021-02-16,18:51:44,2021,2,Tuesday,18,Pallavaram,South West,Theft,HIGH,12.968760,80.146210,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-001392,2021-10-20,17:46:07,2021,10,Wednesday,17,Ambattur,North West,Assault,MEDIUM,13.111954,80.154622,Assault complaint registered outside residential area,CLOSED
CMA-001393,2024-01-26,09:28:26,2024,1,Friday,9,Pallavaram,South West,Vehicle Theft,MEDIUM,12.966509,80.147073,Two-wheeler reported stolen from parking area,CLOSED
CMA-001394,2020-11-07,19:11:35,2020,11,Saturday,19,Perambur,North,Theft,MEDIUM,13.113405,80.231656,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-001395,2022-11-10,00:08:51,2022,11,Thursday,0,Mogappair,North West,Assault,LOW,13.086551,80.182502,Physical altercation reported in public area,CLOSED
CMA-001396,2020-12-23,22:12:38,2020,12,Wednesday,22,Avadi,North West,Vandalism,LOW,13.118135,80.098370,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-001397,2020-08-20,18:43:10,2020,8,Thursday,18,Ambattur,North West,Robbery,LOW,13.112287,80.156369,Bag snatching during early morning hours,CLOSED
CMA-001398,2022-12-11,20:06:32,2022,12,Sunday,20,Perambur,North,Vehicle Theft,MEDIUM,13.110702,80.234250,Car theft reported from residential street,CLOSED
CMA-001399,2024-02-07,17:53:04,2024,2,Wednesday,17,Guindy,Central,Fraud,MEDIUM,13.001827,80.216909,Real-estate fraud complaint registered,UNDER_INVESTIGATION
CMA-001400,2021-07-10,23:58:37,2021,7,Saturday,23,Tambaram,South West,Robbery,MEDIUM,12.921183,80.096257,Robbery at ATM vicinity,CLOSED
CMA-001401,2022-03-04,01:58:17,2022,3,Friday,1,Saidapet,Central,Robbery,HIGH,13.019275,80.224961,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-001402,2024-04-22,17:18:08,2024,4,Monday,17,Guindy,Central,Fraud,LOW,13.008363,80.220047,Real-estate fraud complaint registered,CLOSED
CMA-001403,2022-09-01,08:37:57,2022,9,Thursday,8,Ashok Nagar,Central,Theft,LOW,13.031068,80.210746,Theft of personal belongings in a public area,CLOSED
CMA-001404,2022-09-05,19:44:23,2022,9,Monday,19,Perambur,North,Burglary,MEDIUM,13.110762,80.234403,Residential burglary reported; entry through rear window,UNDER_INVESTIGATION
CMA-001405,2022-08-30,18:59:26,2022,8,Tuesday,18,Guindy,Central,Cyber Crime,HIGH,13.006996,80.219501,OTP-based fraud reported; victim lost funds,CLOSED
CMA-001406,2020-12-23,01:33:18,2020,12,Wednesday,1,Porur,West,Theft,LOW,13.031070,80.160832,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-001407,2021-08-05,01:02:39,2021,8,Thursday,1,Red Hills,North,Theft,HIGH,13.191292,80.180973,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-001408,2024-04-02,21:41:35,2024,4,Tuesday,21,Anna Nagar,North,Assault,MEDIUM,13.084295,80.205460,Assault during a road-rage incident,CLOSED
CMA-001409,2020-12-27,19:33:58,2020,12,Sunday,19,Thoraipakkam,South East,Harassment,LOW,12.920648,80.229960,Verbal harassment complaint registered,CLOSED
CMA-001410,2024-03-20,09:38:16,2024,3,Wednesday,9,Tambaram,South West,Theft,LOW,12.926554,80.100047,Pickpocketing reported at a busy market,CLOSED
CMA-001411,2024-02-11,23:04:35,2024,2,Sunday,23,Thoraipakkam,South East,Burglary,MEDIUM,12.925610,80.232923,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-001412,2021-12-30,23:56:27,2021,12,Thursday,23,Mylapore,Central,Harassment,LOW,13.041353,80.266767,Harassment complaint registered; offender fled,CLOSED
CMA-001413,2020-01-19,18:57:09,2020,1,Sunday,18,Triplicane,Central,Vehicle Theft,MEDIUM,13.062959,80.281858,Motorcycle stolen during market visit,CLOSED
CMA-001414,2020-06-09,02:24:55,2020,6,Tuesday,2,Avadi,North West,Vehicle Theft,LOW,13.113644,80.102090,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-001415,2024-03-17,04:15:10,2024,3,Sunday,4,Sholinganallur,South East,Assault,MEDIUM,12.903743,80.225708,Physical altercation at a commercial venue,CLOSED
CMA-001416,2022-05-17,09:20:56,2022,5,Tuesday,9,Avadi,North West,Vehicle Theft,MEDIUM,13.111781,80.093455,Car theft reported from residential street,CLOSED
CMA-001417,2023-11-22,02:21:38,2023,11,Wednesday,2,Red Hills,North,Assault,LOW,13.186497,80.182742,Assault complaint registered outside residential area,CLOSED
CMA-001418,2021-04-27,18:27:30,2021,4,Tuesday,18,Adyar,South,Cyber Crime,LOW,13.004677,80.255357,Social media impersonation complaint,CLOSED
CMA-001419,2022-05-25,10:46:50,2022,5,Wednesday,10,Adyar,South,Theft,MEDIUM,13.005560,80.257832,Theft of personal belongings in a public area,CLOSED
CMA-001420,2020-04-22,15:34:51,2020,4,Wednesday,15,Velachery,South,Fraud,LOW,12.986425,80.217537,Job offer scam reported,UNDER_INVESTIGATION
CMA-001421,2023-06-10,02:16:50,2023,6,Saturday,2,Guindy,Central,Fraud,LOW,13.002012,80.222075,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-001422,2023-02-05,17:52:38,2023,2,Sunday,17,Egmore,Central,Cyber Crime,HIGH,13.078034,80.258044,OTP-based fraud reported; victim lost funds,UNDER_INVESTIGATION
CMA-001423,2023-01-24,21:03:14,2023,1,Tuesday,21,Adyar,South,Theft,MEDIUM,12.996728,80.261465,Shoplifting incident at a retail store,CLOSED
CMA-001424,2024-03-03,13:07:04,2024,3,Sunday,13,Guindy,Central,Chain Snatching,MEDIUM,13.006638,80.216668,Gold chain snatched by two-wheeler-borne persons,UNDER_INVESTIGATION
CMA-001425,2024-02-26,14:45:43,2024,2,Monday,14,Ashok Nagar,Central,Vehicle Theft,LOW,13.032651,80.215299,Vehicle stolen from commercial parking lot,CLOSED
CMA-001426,2024-04-15,01:24:46,2024,4,Monday,1,Tambaram,South West,Fraud,LOW,12.920694,80.096500,Cheating complaint filed against unknown person,CLOSED
CMA-001427,2023-01-28,17:08:17,2023,1,Saturday,17,Vadapalani,West Central,Chain Snatching,LOW,13.048720,80.213900,Victim's necklace snatched at roadside,UNDER_INVESTIGATION
CMA-001428,2021-10-08,18:44:57,2021,10,Friday,18,Royapettah,Central,Assault,HIGH,13.052090,80.261866,Physical altercation at a commercial venue,CLOSED
CMA-001429,2024-07-21,21:28:53,2024,7,Sunday,21,Chromepet,South West,Cyber Crime,MEDIUM,12.949434,80.140472,Online banking fraud reported,CLOSED
CMA-001430,2022-04-03,20:50:07,2022,4,Sunday,20,Guindy,Central,Vehicle Theft,LOW,13.003108,80.217635,Motorcycle stolen during market visit,CLOSED
CMA-001431,2022-04-01,16:04:28,2022,4,Friday,16,Perambur,North,Assault,MEDIUM,13.114123,80.237441,Assault complaint registered outside residential area,CLOSED
CMA-001432,2020-04-13,17:38:31,2020,4,Monday,17,Thoraipakkam,South East,Cyber Crime,MEDIUM,12.924747,80.224576,Social media impersonation complaint,CLOSED
CMA-001433,2021-06-21,05:12:39,2021,6,Monday,5,Saidapet,Central,Theft,MEDIUM,13.020037,80.223252,Theft of personal belongings in a public area,CLOSED
CMA-001434,2024-04-23,04:06:03,2024,4,Tuesday,4,Ashok Nagar,Central,Fraud,LOW,13.030681,80.212616,Real-estate fraud complaint registered,CLOSED
CMA-001435,2023-03-05,20:37:31,2023,3,Sunday,20,Ashok Nagar,Central,Burglary,HIGH,13.026153,80.217374,Office premises burglarised overnight,CLOSED
CMA-001436,2023-05-06,21:12:38,2023,5,Saturday,21,Tambaram,South West,Theft,MEDIUM,12.928469,80.101460,Theft of personal belongings in a public area,CLOSED
CMA-001437,2021-03-05,21:36:49,2021,3,Friday,21,Perambur,North,Theft,LOW,13.118957,80.233903,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-001438,2022-09-23,01:23:20,2022,9,Friday,1,Kodambakkam,West Central,Theft,MEDIUM,13.049225,80.220782,Petty theft reported near a commercial establishment,CLOSED
CMA-001439,2022-02-08,03:28:43,2022,2,Tuesday,3,Ashok Nagar,Central,Robbery,MEDIUM,13.032338,80.212590,Street robbery reported; victim confronted by perpetrators,UNDER_INVESTIGATION
CMA-001440,2020-10-30,08:24:51,2020,10,Friday,8,Ashok Nagar,Central,Cyber Crime,LOW,13.026994,80.212185,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-001441,2024-02-14,15:03:22,2024,2,Wednesday,15,Pallavaram,South West,Cyber Crime,LOW,12.966350,80.145174,Online banking fraud reported,CLOSED
CMA-001442,2020-01-24,21:11:56,2020,1,Friday,21,Kodambakkam,West Central,Theft,LOW,13.049236,80.219633,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-001443,2024-08-21,21:24:32,2024,8,Wednesday,21,T Nagar,Central,Cyber Crime,LOW,13.040543,80.233420,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-001444,2020-08-19,19:11:04,2020,8,Wednesday,19,Adyar,South,Theft,LOW,13.002653,80.256500,Pickpocketing reported at a busy market,CLOSED
CMA-001445,2021-03-20,07:49:23,2021,3,Saturday,7,Pallavaram,South West,Theft,MEDIUM,12.966649,80.148751,Pickpocketing reported at a busy market,CLOSED
CMA-001446,2024-10-03,06:22:34,2024,10,Thursday,6,Saidapet,Central,Theft,LOW,13.023969,80.220489,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-001447,2021-09-26,06:40:43,2021,9,Sunday,6,Porur,West,Chain Snatching,LOW,13.032381,80.162222,Chain snatching reported near temple premises,UNDER_INVESTIGATION
CMA-001448,2022-04-16,01:52:33,2022,4,Saturday,1,Adyar,South,Cyber Crime,LOW,13.001848,80.253515,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-001449,2024-01-12,13:04:48,2024,1,Friday,13,Guindy,Central,Cyber Crime,MEDIUM,13.004962,80.222930,Victim defrauded via phishing link,CLOSED
CMA-001450,2021-03-24,05:48:55,2021,3,Wednesday,5,Velachery,South,Cyber Crime,LOW,12.984066,80.219823,Online banking fraud reported,UNDER_INVESTIGATION
CMA-001451,2020-02-02,18:37:32,2020,2,Sunday,18,Chromepet,South West,Robbery,MEDIUM,12.949137,80.146222,Robbery at ATM vicinity,CLOSED
CMA-001452,2021-07-05,06:50:31,2021,7,Monday,6,Red Hills,North,Theft,HIGH,13.186454,80.174461,Shoplifting incident at a retail store,CLOSED
CMA-001453,2020-02-27,02:16:52,2020,2,Thursday,2,Egmore,Central,Theft,LOW,13.069829,80.256029,Pickpocketing reported at a busy market,CLOSED
CMA-001454,2020-08-28,20:20:20,2020,8,Friday,20,Chromepet,South West,Vehicle Theft,MEDIUM,12.950978,80.140705,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-001455,2020-05-26,13:58:27,2020,5,Tuesday,13,Mogappair,North West,Robbery,MEDIUM,13.084538,80.175675,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-001456,2023-10-28,07:08:36,2023,10,Saturday,7,Perambur,North,Vandalism,MEDIUM,13.117505,80.233091,Vehicle windshield damaged in parking area,CLOSED
CMA-001457,2024-02-25,01:55:12,2024,2,Sunday,1,Tambaram,South West,Vehicle Theft,MEDIUM,12.923091,80.100221,Car theft reported from residential street,CLOSED
CMA-001458,2022-06-07,18:54:28,2022,6,Tuesday,18,Royapettah,Central,Burglary,HIGH,13.057094,80.259360,House break-in reported; valuables stolen,CLOSED
CMA-001459,2023-08-14,21:08:49,2023,8,Monday,21,Thoraipakkam,South East,Chain Snatching,MEDIUM,12.924004,80.231743,Chain snatching incident on busy street,UNDER_INVESTIGATION
CMA-001460,2022-11-22,02:55:15,2022,11,Tuesday,2,Mogappair,North West,Chain Snatching,HIGH,13.082609,80.174772,Chain snatching reported near temple premises,CLOSED
CMA-001461,2021-12-13,18:07:10,2021,12,Monday,18,Pallavaram,South West,Theft,HIGH,12.967490,80.147540,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-001462,2023-04-07,02:46:58,2023,4,Friday,2,Adyar,South,Theft,MEDIUM,13.001935,80.253462,Petty theft reported near a commercial establishment,CLOSED
CMA-001463,2022-04-19,18:31:35,2022,4,Tuesday,18,Tambaram,South West,Vehicle Theft,MEDIUM,12.925787,80.100536,Motorcycle stolen during market visit,CLOSED
CMA-001464,2020-03-22,02:56:15,2020,3,Sunday,2,Royapettah,Central,Burglary,LOW,13.049294,80.257925,Office premises burglarised overnight,CLOSED
CMA-001465,2023-01-19,22:04:22,2023,1,Thursday,22,Ambattur,North West,Cyber Crime,HIGH,13.114644,80.155872,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-001466,2020-02-26,10:23:54,2020,2,Wednesday,10,Mogappair,North West,Vehicle Theft,LOW,13.085414,80.174603,Two-wheeler reported stolen from parking area,CLOSED
CMA-001467,2024-07-14,18:16:16,2024,7,Sunday,18,Pallavaram,South West,Burglary,MEDIUM,12.965549,80.153955,House break-in reported; valuables stolen,CLOSED
CMA-001468,2021-06-01,14:07:16,2021,6,Tuesday,14,Mylapore,Central,Assault,MEDIUM,13.033191,80.272052,Physical altercation at a commercial venue,CLOSED
CMA-001469,2022-11-24,01:55:14,2022,11,Thursday,1,Triplicane,Central,Cyber Crime,LOW,13.058598,80.279649,Online banking fraud reported,CLOSED
CMA-001470,2023-09-20,19:50:50,2023,9,Wednesday,19,Anna Nagar,North,Theft,MEDIUM,13.085612,80.208204,Theft of personal belongings in a public area,CLOSED
CMA-001471,2021-06-03,04:57:50,2021,6,Thursday,4,Sholinganallur,South East,Vehicle Theft,LOW,12.896928,80.226498,Car theft reported from residential street,UNDER_INVESTIGATION
CMA-001472,2021-03-14,05:42:30,2021,3,Sunday,5,Mogappair,North West,Fraud,LOW,13.084951,80.174490,Job offer scam reported,UNDER_INVESTIGATION
CMA-001473,2020-10-03,01:58:09,2020,10,Saturday,1,Kodambakkam,West Central,Vehicle Theft,LOW,13.048056,80.225731,Vehicle stolen from commercial parking lot,CLOSED
CMA-001474,2021-10-15,06:17:25,2021,10,Friday,6,Egmore,Central,Cyber Crime,LOW,13.070409,80.259014,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-001475,2020-03-21,09:44:48,2020,3,Saturday,9,Kodambakkam,West Central,Burglary,LOW,13.049927,80.222383,Commercial premises broken into during non-business hours,CLOSED
CMA-001476,2020-09-19,02:32:19,2020,9,Saturday,2,Nungambakkam,Central,Vandalism,LOW,13.056580,80.243461,Public property damaged by unknown persons,CLOSED
CMA-001477,2020-12-21,01:46:14,2020,12,Monday,1,Triplicane,Central,Theft,MEDIUM,13.056721,80.274520,Pickpocketing reported at a busy market,CLOSED
CMA-001478,2020-10-16,17:53:41,2020,10,Friday,17,Red Hills,North,Cyber Crime,MEDIUM,13.185235,80.174429,Online banking fraud reported,CLOSED
CMA-001479,2022-04-27,18:05:24,2022,4,Wednesday,18,Perambur,North,Assault,MEDIUM,13.111124,80.233812,Assault during a road-rage incident,CLOSED
CMA-001480,2023-04-17,15:48:36,2023,4,Monday,15,Egmore,Central,Vandalism,LOW,13.077973,80.259372,Public property damaged by unknown persons,CLOSED
CMA-001481,2023-03-29,11:16:48,2023,3,Wednesday,11,Royapettah,Central,Vehicle Theft,MEDIUM,13.056341,80.261807,Two-wheeler reported stolen from parking area,CLOSED
CMA-001482,2023-08-05,17:41:23,2023,8,Saturday,17,Pallavaram,South West,Chain Snatching,HIGH,12.966387,80.149138,Chain snatching incident on busy street,UNDER_INVESTIGATION
CMA-001483,2023-05-19,00:40:33,2023,5,Friday,0,Guindy,Central,Theft,LOW,13.003409,80.216576,Pickpocketing reported at a busy market,CLOSED
CMA-001484,2023-12-28,07:40:34,2023,12,Thursday,7,Adyar,South,Theft,LOW,13.000944,80.253928,Shoplifting incident at a retail store,CLOSED
CMA-001485,2022-06-03,14:37:19,2022,6,Friday,14,Adyar,South,Fraud,MEDIUM,13.002678,80.254080,Real-estate fraud complaint registered,UNDER_INVESTIGATION
CMA-001486,2024-02-20,02:01:34,2024,2,Tuesday,2,Triplicane,Central,Vehicle Theft,LOW,13.057857,80.273953,Vehicle stolen from commercial parking lot,CLOSED
CMA-001487,2023-03-13,01:12:00,2023,3,Monday,1,Ambattur,North West,Vandalism,MEDIUM,13.110339,80.157947,Public property damaged by unknown persons,CLOSED
CMA-001488,2020-12-21,20:55:25,2020,12,Monday,20,Vadapalani,West Central,Vehicle Theft,LOW,13.051749,80.212892,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-001489,2023-08-08,02:03:51,2023,8,Tuesday,2,Tambaram,South West,Cyber Crime,MEDIUM,12.929362,80.102549,Victim defrauded via phishing link,CLOSED
CMA-001490,2022-11-29,02:04:43,2022,11,Tuesday,2,Sholinganallur,South East,Theft,LOW,12.902442,80.229248,Shoplifting incident at a retail store,CLOSED
CMA-001491,2022-07-13,17:20:49,2022,7,Wednesday,17,T Nagar,Central,Cyber Crime,HIGH,13.042320,80.235061,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-001492,2021-12-28,18:16:32,2021,12,Tuesday,18,Triplicane,Central,Theft,MEDIUM,13.058195,80.278371,Pickpocketing reported at a busy market,CLOSED
CMA-001493,2021-09-13,19:31:11,2021,9,Monday,19,Egmore,Central,Cyber Crime,LOW,13.073148,80.256661,Victim defrauded via phishing link,UNDER_INVESTIGATION
CMA-001494,2020-06-29,21:03:41,2020,6,Monday,21,Ashok Nagar,Central,Vehicle Theft,LOW,13.027422,80.211925,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-001495,2024-10-30,07:45:38,2024,10,Wednesday,7,Perambur,North,Theft,LOW,13.110072,80.229506,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-001496,2023-11-24,20:52:29,2023,11,Friday,20,Tambaram,South West,Chain Snatching,MEDIUM,12.921774,80.100898,Victim's necklace snatched at roadside,CLOSED
CMA-001497,2022-04-28,09:41:38,2022,4,Thursday,9,Thoraipakkam,South East,Vandalism,LOW,12.922462,80.231263,Graffiti and damage reported at public park,CLOSED
CMA-001498,2020-02-09,07:33:32,2020,2,Sunday,7,Adyar,South,Vehicle Theft,LOW,13.006178,80.254489,Vehicle stolen from commercial parking lot,CLOSED
CMA-001499,2024-07-28,07:46:21,2024,7,Sunday,7,Ashok Nagar,Central,Robbery,MEDIUM,13.025517,80.209373,Armed robbery at a small business,CLOSED
CMA-001500,2020-03-11,01:57:35,2020,3,Wednesday,1,Avadi,North West,Chain Snatching,HIGH,13.111267,80.096774,Chain snatching reported near temple premises,UNDER_INVESTIGATION
CMA-001501,2020-10-24,17:19:24,2020,10,Saturday,17,Velachery,South,Vandalism,LOW,12.980833,80.216670,Shop shutters damaged overnight,CLOSED
CMA-001502,2023-04-27,01:09:33,2023,4,Thursday,1,Ambattur,North West,Assault,LOW,13.115388,80.154192,Physical altercation at a commercial venue,CLOSED
CMA-001503,2020-09-23,21:13:56,2020,9,Wednesday,21,Mogappair,North West,Burglary,HIGH,13.080281,80.174193,House break-in reported; valuables stolen,CLOSED
CMA-001504,2020-06-26,15:58:26,2020,6,Friday,15,Anna Nagar,North,Theft,LOW,13.080356,80.206105,Theft of personal belongings in a public area,CLOSED
CMA-001505,2022-02-17,00:23:56,2022,2,Thursday,0,Mogappair,North West,Theft,MEDIUM,13.080542,80.174872,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
